更新日期,更新時間,中國內地,報告/確診個案數目,死亡個案,備註,過去14天新增報告確診個案數目
13/12/2020,11:00,廣東省,2016,8,,28
13/12/2020,11:00,貴州省,147,2,,0
13/12/2020,11:00,上海巿,1405,7,,80
13/12/2020,11:00,山東省,858,7,,9
13/12/2020,11:00,廣西壯族自治區,264,2,,1
13/12/2020,11:00,雲南省,223,2,,4
13/12/2020,11:00,內蒙古自治區,337,1,,17
13/12/2020,11:00,浙江省,1296,1,,2
13/12/2020,11:00,河南省,1295,22,,6
13/12/2020,11:00,河北省,373,6,,0
13/12/2020,11:00,海南省,171,6,,0
13/12/2020,11:00,吉林省,157,2,,0
13/12/2020,11:00,山西省,222,0,,2
13/12/2020,11:00,寧夏回族自治區,75,0,,0
13/12/2020,11:00,江蘇省,684,0,,4
13/12/2020,11:00,新疆自治區,971,3,,0
13/12/2020,11:00,青海省,18,0,,0
13/12/2020,11:00,西藏自治區,9,0,,0
13/12/2020,11:00,新疆生產建設兵團,1,0,,1
14/12/2020,11:00,湖北省,68149,4512,,1
14/12/2020,11:00,北京巿,955,9,,5
14/12/2020,11:00,遼寧省,289,2,,0
14/12/2020,11:00,安徽省,992,6,,0
14/12/2020,11:00,重慶巿,590,6,,0
14/12/2020,11:00,陝西省,502,3,,4
14/12/2020,11:00,天津巿,302,3,,2
14/12/2020,11:00,福建省,502,1,,15
14/12/2020,11:00,湖南省,1021,4,,1
14/12/2020,11:00,四川省,832,3,,26
14/12/2020,11:00,甘肅省,182,2,,0
14/12/2020,11:00,黑龍江省,958,13,,9
14/12/2020,11:00,江西省,935,1,,0
14/12/2020,11:00,廣東省,2017,8,,28
14/12/2020,11:00,貴州省,147,2,,0
14/12/2020,11:00,上海巿,1412,7,,82
14/12/2020,11:00,山東省,858,7,,4
14/12/2020,11:00,廣西壯族自治區,264,2,,1
14/12/2020,11:00,雲南省,223,2,,4
14/12/2020,11:00,內蒙古自治區,338,1,,15
14/12/2020,11:00,浙江省,1297,1,,3
14/12/2020,11:00,河南省,1295,22,,6
14/12/2020,11:00,河北省,373,6,,0
14/12/2020,11:00,海南省,171,6,,0
14/12/2020,11:00,吉林省,157,2,,0
14/12/2020,11:00,山西省,222,0,,1
14/12/2020,11:00,寧夏回族自治區,75,0,,0
14/12/2020,11:00,江蘇省,684,0,,4
14/12/2020,11:00,新疆自治區,971,3,,0
14/12/2020,11:00,青海省,18,0,,0
14/12/2020,11:00,西藏自治區,9,0,,0
14/12/2020,11:00,新疆生產建設兵團,1,0,,1
15/12/2020,11:00,湖北省,68149,4512,,1
15/12/2020,11:00,北京巿,956,9,,5
15/12/2020,11:00,遼寧省,289,2,,0
15/12/2020,11:00,安徽省,992,6,,0
15/12/2020,11:00,重慶巿,590,6,,0
15/12/2020,11:00,陝西省,502,3,,3
15/12/2020,11:00,天津巿,302,3,,2
15/12/2020,11:00,福建省,502,1,,13
15/12/2020,11:00,湖南省,1021,4,,1
15/12/2020,11:00,四川省,838,3,,30
15/12/2020,11:00,甘肅省,182,2,,0
15/12/2020,11:00,黑龍江省,960,13,,11
15/12/2020,11:00,江西省,935,1,,0
15/12/2020,11:00,廣東省,2018,8,,29
15/12/2020,11:00,貴州省,147,2,,0
15/12/2020,11:00,上海巿,1415,7,,83
15/12/2020,11:00,山東省,858,7,,4
15/12/2020,11:00,廣西壯族自治區,264,2,,1
15/12/2020,11:00,雲南省,223,2,,4
15/12/2020,11:00,內蒙古自治區,342,1,,15
15/12/2020,11:00,浙江省,1297,1,,3
15/12/2020,11:00,河南省,1295,22,,6
15/12/2020,11:00,河北省,373,6,,0
15/12/2020,11:00,海南省,171,6,,0
15/12/2020,11:00,吉林省,157,2,,0
15/12/2020,11:00,山西省,222,0,,1
15/12/2020,11:00,寧夏回族自治區,75,0,,0
15/12/2020,11:00,江蘇省,684,0,,4
15/12/2020,11:00,新疆自治區,971,3,,0
15/12/2020,11:00,青海省,18,0,,0
15/12/2020,11:00,西藏自治區,9,0,,0
15/12/2020,11:00,新疆生產建設兵團,1,0,,1
16/12/2020,11:00,湖北省,68149,4512,,1
16/12/2020,11:00,北京巿,957,9,,6
16/12/2020,11:00,遼寧省,289,2,,0
16/12/2020,11:00,安徽省,992,6,,0
16/12/2020,11:00,重慶巿,590,6,,0
16/12/2020,11:00,陝西省,502,3,,2
16/12/2020,11:00,天津巿,303,3,,3
16/12/2020,11:00,福建省,503,1,,13
16/12/2020,11:00,湖南省,1021,4,,1
16/12/2020,11:00,四川省,838,3,,30
16/12/2020,11:00,甘肅省,182,2,,0
16/12/2020,11:00,黑龍江省,960,13,,11
16/12/2020,11:00,江西省,935,1,,0
16/12/2020,11:00,廣東省,2021,8,,29
16/12/2020,11:00,貴州省,147,2,,0
16/12/2020,11:00,上海巿,1418,7,,85
16/12/2020,11:00,山東省,859,7,,5
16/12/2020,11:00,廣西壯族自治區,264,2,,1
16/12/2020,11:00,雲南省,225,2,,6
16/12/2020,11:00,內蒙古自治區,342,1,,13
16/12/2020,11:00,浙江省,1297,1,,3
16/12/2020,11:00,河南省,1295,22,,5
16/12/2020,11:00,河北省,373,6,,0
16/12/2020,11:00,海南省,171,6,,0
16/12/2020,11:00,吉林省,157,2,,0
16/12/2020,11:00,山西省,222,0,,1
16/12/2020,11:00,寧夏回族自治區,75,0,,0
16/12/2020,11:00,江蘇省,684,0,,4
16/12/2020,11:00,新疆自治區,971,3,,0
16/12/2020,11:00,青海省,18,0,,0
16/12/2020,11:00,西藏自治區,9,0,,0
16/12/2020,11:00,新疆生產建設兵團,1,0,,1
17/12/2020,11:00,湖北省,68149,4512,,0
17/12/2020,11:00,北京巿,957,9,,6
17/12/2020,11:00,遼寧省,289,2,,0
17/12/2020,11:00,安徽省,992,6,,0
17/12/2020,11:00,重慶巿,590,6,,0
17/12/2020,11:00,陝西省,502,3,,1
17/12/2020,11:00,天津巿,303,3,,3
17/12/2020,11:00,福建省,503,1,,13
17/12/2020,11:00,湖南省,1021,4,,1
17/12/2020,11:00,四川省,838,3,,30
17/12/2020,11:00,甘肅省,182,2,,0
17/12/2020,11:00,黑龍江省,960,13,,11
17/12/2020,11:00,江西省,935,1,,0
17/12/2020,11:00,廣東省,2022,8,,26
17/12/2020,11:00,貴州省,147,2,,0
17/12/2020,11:00,上海巿,1424,7,,83
17/12/2020,11:00,山東省,859,7,,3
17/12/2020,11:00,廣西壯族自治區,264,2,,1
17/12/2020,11:00,雲南省,225,2,,6
17/12/2020,11:00,內蒙古自治區,342,1,,13
17/12/2020,11:00,浙江省,1297,1,,3
17/12/2020,11:00,河南省,1295,22,,5
17/12/2020,11:00,河北省,373,6,,0
17/12/2020,11:00,海南省,171,6,,0
17/12/2020,11:00,吉林省,157,2,,0
17/12/2020,11:00,山西省,222,0,,1
17/12/2020,11:00,寧夏回族自治區,75,0,,0
17/12/2020,11:00,江蘇省,684,0,,4
17/12/2020,11:00,新疆自治區,971,3,,0
17/12/2020,11:00,青海省,18,0,,0
17/12/2020,11:00,西藏自治區,9,0,,0
17/12/2020,11:00,新疆生產建設兵團,1,0,,1
18/12/2020,11:00,湖北省,68149,4512,,0
18/12/2020,11:00,北京巿,957,9,,6
18/12/2020,11:00,遼寧省,289,2,,0
18/12/2020,11:00,安徽省,992,6,,0
18/12/2020,11:00,重慶巿,590,6,,0
18/12/2020,11:00,陝西省,502,3,,1
18/12/2020,11:00,天津巿,303,3,,3
18/12/2020,11:00,福建省,503,1,,11
18/12/2020,11:00,湖南省,1021,4,,1
18/12/2020,11:00,四川省,839,3,,31
18/12/2020,11:00,甘肅省,182,2,,0
18/12/2020,11:00,黑龍江省,960,13,,11
18/12/2020,11:00,江西省,935,1,,0
18/12/2020,11:00,廣東省,2026,8,,29
18/12/2020,11:00,貴州省,147,2,,0
18/12/2020,11:00,上海巿,1428,7,,78
18/12/2020,11:00,山東省,859,7,,2
18/12/2020,11:00,廣西壯族自治區,264,2,,1
18/12/2020,11:00,雲南省,226,2,,7
18/12/2020,11:00,內蒙古自治區,342,1,,11
18/12/2020,11:00,浙江省,1297,1,,3
18/12/2020,11:00,河南省,1296,22,,4
18/12/2020,11:00,河北省,373,6,,0
18/12/2020,11:00,海南省,171,6,,0
18/12/2020,11:00,吉林省,157,2,,0
18/12/2020,11:00,山西省,223,0,,2
18/12/2020,11:00,寧夏回族自治區,75,0,,0
18/12/2020,11:00,江蘇省,684,0,,4
18/12/2020,11:00,新疆自治區,971,3,,0
18/12/2020,11:00,青海省,18,0,,0
18/12/2020,11:00,西藏自治區,9,0,,0
18/12/2020,11:00,新疆生產建設兵團,1,0,,1
19/12/2020,11:00,湖北省,68149,4512,,0
19/12/2020,11:00,北京巿,959,9,,7
19/12/2020,11:00,遼寧省,290,2,,1
19/12/2020,11:00,安徽省,992,6,,0
19/12/2020,11:00,重慶巿,590,6,,0
19/12/2020,11:00,陝西省,502,3,,1
19/12/2020,11:00,天津巿,304,3,,4
19/12/2020,11:00,福建省,504,1,,11
19/12/2020,11:00,湖南省,1021,4,,1
19/12/2020,11:00,四川省,839,3,,28
19/12/2020,11:00,甘肅省,182,2,,0
19/12/2020,11:00,黑龍江省,960,13,,11
19/12/2020,11:00,江西省,935,1,,0
19/12/2020,11:00,廣東省,2027,8,,27
19/12/2020,11:00,貴州省,147,2,,0
19/12/2020,11:00,上海巿,1436,7,,83
19/12/2020,11:00,山東省,861,7,,4
19/12/2020,11:00,廣西壯族自治區,264,2,,1
19/12/2020,11:00,雲南省,226,2,,7
19/12/2020,11:00,內蒙古自治區,342,1,,9
19/12/2020,11:00,浙江省,1298,1,,4
19/12/2020,11:00,河南省,1296,22,,1
19/12/2020,11:00,河北省,373,6,,0
19/12/2020,11:00,海南省,171,6,,0
19/12/2020,11:00,吉林省,157,2,,0
19/12/2020,11:00,山西省,223,0,,1
19/12/2020,11:00,寧夏回族自治區,75,0,,0
19/12/2020,11:00,江蘇省,684,0,,4
19/12/2020,11:00,新疆自治區,971,3,,0
19/12/2020,11:00,青海省,18,0,,0
19/12/2020,11:00,西藏自治區,9,0,,0
19/12/2020,11:00,新疆生產建設兵團,1,0,,1
20/12/2020,11:00,湖北省,68149,4512,,0
20/12/2020,11:00,北京巿,961,9,,9
20/12/2020,11:00,遼寧省,291,2,,2
20/12/2020,11:00,安徽省,992,6,,0
20/12/2020,11:00,重慶巿,590,6,,0
20/12/2020,11:00,陝西省,504,3,,2
20/12/2020,11:00,天津巿,304,3,,3
20/12/2020,11:00,福建省,505,1,,6
20/12/2020,11:00,湖南省,1021,4,,1
20/12/2020,11:00,四川省,840,3,,28
20/12/2020,11:00,甘肅省,182,2,,0
20/12/2020,11:00,黑龍江省,960,13,,11
20/12/2020,11:00,江西省,935,1,,0
20/12/2020,11:00,廣東省,2028,8,,26
20/12/2020,11:00,貴州省,147,2,,0
20/12/2020,11:00,上海巿,1447,7,,88
20/12/2020,11:00,山東省,861,7,,4
20/12/2020,11:00,廣西壯族自治區,264,2,,1
20/12/2020,11:00,雲南省,226,2,,6
20/12/2020,11:00,內蒙古自治區,344,1,,11
20/12/2020,11:00,浙江省,1299,1,,5
20/12/2020,11:00,河南省,1297,22,,2
20/12/2020,11:00,河北省,373,6,,0
20/12/2020,11:00,海南省,171,6,,0
20/12/2020,11:00,吉林省,157,2,,0
20/12/2020,11:00,山西省,223,0,,1
20/12/2020,11:00,寧夏回族自治區,75,0,,0
20/12/2020,11:00,江蘇省,684,0,,4
20/12/2020,11:00,新疆自治區,971,3,,0
20/12/2020,11:00,青海省,18,0,,0
20/12/2020,11:00,西藏自治區,9,0,,0
20/12/2020,11:00,新疆生產建設兵團,1,0,,1
21/12/2020,11:00,湖北省,68149,4512,,0
21/12/2020,11:00,北京巿,961,9,,9
21/12/2020,11:00,遼寧省,292,2,,3
21/12/2020,11:00,安徽省,992,6,,0
21/12/2020,11:00,重慶巿,590,6,,0
21/12/2020,11:00,陝西省,504,3,,2
21/12/2020,11:00,天津巿,304,3,,3
21/12/2020,11:00,福建省,507,1,,7
21/12/2020,11:00,湖南省,1021,4,,1
21/12/2020,11:00,四川省,841,3,,29
21/12/2020,11:00,甘肅省,182,2,,0
21/12/2020,11:00,黑龍江省,961,13,,12
21/12/2020,11:00,江西省,935,1,,0
21/12/2020,11:00,廣東省,2031,8,,27
21/12/2020,11:00,貴州省,147,2,,0
21/12/2020,11:00,上海巿,1455,7,,89
21/12/2020,11:00,山東省,861,7,,4
21/12/2020,11:00,廣西壯族自治區,264,2,,1
21/12/2020,11:00,雲南省,226,2,,5
21/12/2020,11:00,內蒙古自治區,350,1,,14
21/12/2020,11:00,浙江省,1299,1,,4
21/12/2020,11:00,河南省,1297,22,,2
21/12/2020,11:00,河北省,373,6,,0
21/12/2020,11:00,海南省,171,6,,0
21/12/2020,11:00,吉林省,157,2,,0
21/12/2020,11:00,山西省,224,0,,2
21/12/2020,11:00,寧夏回族自治區,75,0,,0
21/12/2020,11:00,江蘇省,684,0,,4
21/12/2020,11:00,新疆自治區,971,3,,0
21/12/2020,11:00,青海省,18,0,,0
21/12/2020,11:00,西藏自治區,9,0,,0
21/12/2020,11:00,新疆生產建設兵團,1,0,,1
22/12/2020,11:00,湖北省,68149,4512,,0
22/12/2020,11:00,北京巿,961,9,,9
22/12/2020,11:00,遼寧省,294,2,,5
22/12/2020,11:00,安徽省,992,6,,0
22/12/2020,11:00,重慶巿,590,6,,0
22/12/2020,11:00,陝西省,504,3,,2
22/12/2020,11:00,天津巿,304,3,,3
22/12/2020,11:00,福建省,507,1,,7
22/12/2020,11:00,湖南省,1021,4,,1
22/12/2020,11:00,四川省,843,3,,26
22/12/2020,11:00,甘肅省,182,2,,0
22/12/2020,11:00,黑龍江省,961,13,,12
22/12/2020,11:00,江西省,935,1,,0
22/12/2020,11:00,廣東省,2034,8,,27
22/12/2020,11:00,貴州省,147,2,,0
22/12/2020,11:00,上海巿,1461,7,,91
22/12/2020,11:00,山東省,861,7,,4
22/12/2020,11:00,廣西壯族自治區,264,2,,1
22/12/2020,11:00,雲南省,226,2,,5
22/12/2020,11:00,內蒙古自治區,352,1,,16
22/12/2020,11:00,浙江省,1299,1,,4
22/12/2020,11:00,河南省,1297,22,,2
22/12/2020,11:00,河北省,373,6,,0
22/12/2020,11:00,海南省,171,6,,0
22/12/2020,11:00,吉林省,157,2,,0
22/12/2020,11:00,山西省,224,0,,2
22/12/2020,11:00,寧夏回族自治區,75,0,,0
22/12/2020,11:00,江蘇省,684,0,,4
22/12/2020,11:00,新疆自治區,971,3,,0
22/12/2020,11:00,青海省,18,0,,0
22/12/2020,11:00,西藏自治區,9,0,,0
22/12/2020,11:00,新疆生產建設兵團,1,0,,1
23/12/2020,11:00,湖北省,68149,4512,,0
23/12/2020,11:00,北京巿,961,9,,9
23/12/2020,11:00,遼寧省,295,2,,6
23/12/2020,11:00,安徽省,992,6,,0
23/12/2020,11:00,重慶巿,590,6,,0
23/12/2020,11:00,陝西省,504,3,,2
23/12/2020,11:00,天津巿,304,3,,3
23/12/2020,11:00,福建省,507,1,,7
23/12/2020,11:00,湖南省,1021,4,,1
23/12/2020,11:00,四川省,843,3,,21
23/12/2020,11:00,甘肅省,182,2,,0
23/12/2020,11:00,黑龍江省,961,13,,12
23/12/2020,11:00,江西省,935,1,,0
23/12/2020,11:00,廣東省,2035,8,,26
23/12/2020,11:00,貴州省,147,2,,0
23/12/2020,11:00,上海巿,1473,7,,97
23/12/2020,11:00,山東省,861,7,,4
23/12/2020,11:00,廣西壯族自治區,264,2,,0
23/12/2020,11:00,雲南省,226,2,,5
23/12/2020,11:00,內蒙古自治區,352,1,,16
23/12/2020,11:00,浙江省,1300,1,,5
23/12/2020,11:00,河南省,1297,22,,2
23/12/2020,11:00,河北省,373,6,,0
23/12/2020,11:00,海南省,171,6,,0
23/12/2020,11:00,吉林省,157,2,,0
23/12/2020,11:00,山西省,224,0,,2
23/12/2020,11:00,寧夏回族自治區,75,0,,0
23/12/2020,11:00,江蘇省,684,0,,3
23/12/2020,11:00,新疆自治區,971,3,,0
23/12/2020,11:00,青海省,18,0,,0
23/12/2020,11:00,西藏自治區,9,0,,0
23/12/2020,11:00,新疆生產建設兵團,1,0,,1
24/12/2020,11:00,湖北省,68149,4512,,0
24/12/2020,11:00,北京巿,961,9,,9
24/12/2020,11:00,遼寧省,302,2,,13
24/12/2020,11:00,安徽省,992,6,,0
24/12/2020,11:00,重慶巿,590,6,,0
24/12/2020,11:00,陝西省,504,3,,2
24/12/2020,11:00,天津巿,304,3,,3
24/12/2020,11:00,福建省,507,1,,6
24/12/2020,11:00,湖南省,1021,4,,1
24/12/2020,11:00,四川省,845,3,,23
24/12/2020,11:00,甘肅省,182,2,,0
24/12/2020,11:00,黑龍江省,961,13,,12
24/12/2020,11:00,江西省,935,1,,0
24/12/2020,11:00,廣東省,2036,8,,26
24/12/2020,11:00,貴州省,147,2,,0
24/12/2020,11:00,上海巿,1479,7,,94
24/12/2020,11:00,山東省,861,7,,4
24/12/2020,11:00,廣西壯族自治區,264,2,,0
24/12/2020,11:00,雲南省,226,2,,5
24/12/2020,11:00,內蒙古自治區,352,1,,15
24/12/2020,11:00,浙江省,1300,1,,5
24/12/2020,11:00,河南省,1298,22,,3
24/12/2020,11:00,河北省,373,6,,0
24/12/2020,11:00,海南省,171,6,,0
24/12/2020,11:00,吉林省,157,2,,0
24/12/2020,11:00,山西省,224,0,,2
24/12/2020,11:00,寧夏回族自治區,75,0,,0
24/12/2020,11:00,江蘇省,684,0,,3
24/12/2020,11:00,新疆自治區,971,3,,0
24/12/2020,11:00,青海省,18,0,,0
24/12/2020,11:00,西藏自治區,9,0,,0
24/12/2020,11:00,新疆生產建設兵團,1,0,,1
25/12/2020,11:00,湖北省,68149,4512,,0
25/12/2020,11:00,北京巿,961,9,,9
25/12/2020,11:00,遼寧省,310,2,,21
25/12/2020,11:00,安徽省,992,6,,0
25/12/2020,11:00,重慶巿,590,6,,0
25/12/2020,11:00,陝西省,504,3,,2
25/12/2020,11:00,天津巿,304,3,,3
25/12/2020,11:00,福建省,507,1,,6
25/12/2020,11:00,湖南省,1021,4,,1
25/12/2020,11:00,四川省,846,3,,20
25/12/2020,11:00,甘肅省,182,2,,0
25/12/2020,11:00,黑龍江省,961,13,,10
25/12/2020,11:00,江西省,935,1,,0
25/12/2020,11:00,廣東省,2037,8,,24
25/12/2020,11:00,貴州省,147,2,,0
25/12/2020,11:00,上海巿,1483,7,,93
25/12/2020,11:00,山東省,861,7,,4
25/12/2020,11:00,廣西壯族自治區,264,2,,0
25/12/2020,11:00,雲南省,226,2,,4
25/12/2020,11:00,內蒙古自治區,352,1,,15
25/12/2020,11:00,浙江省,1300,1,,5
25/12/2020,11:00,河南省,1298,22,,3
25/12/2020,11:00,河北省,373,6,,0
25/12/2020,11:00,海南省,171,6,,0
25/12/2020,11:00,吉林省,157,2,,0
25/12/2020,11:00,山西省,224,0,,2
25/12/2020,11:00,寧夏回族自治區,75,0,,0
25/12/2020,11:00,江蘇省,684,0,,3
25/12/2020,11:00,新疆自治區,971,3,,0
25/12/2020,11:00,青海省,18,0,,0
25/12/2020,11:00,西藏自治區,9,0,,0
25/12/2020,11:00,新疆生產建設兵團,1,0,,1
26/12/2020,11:00,湖北省,68149,4512,,0
26/12/2020,11:00,北京巿,963,9,,11
26/12/2020,11:00,遼寧省,316,2,,27
26/12/2020,11:00,安徽省,992,6,,0
26/12/2020,11:00,重慶巿,590,6,,0
26/12/2020,11:00,陝西省,505,3,,3
26/12/2020,11:00,天津巿,304,3,,2
26/12/2020,11:00,福建省,508,1,,6
26/12/2020,11:00,湖南省,1022,4,,1
26/12/2020,11:00,四川省,847,3,,21
26/12/2020,11:00,甘肅省,182,2,,0
26/12/2020,11:00,黑龍江省,961,13,,10
26/12/2020,11:00,江西省,935,1,,0
26/12/2020,11:00,廣東省,2038,8,,23
26/12/2020,11:00,貴州省,147,2,,0
26/12/2020,11:00,上海巿,1488,7,,93
26/12/2020,11:00,山東省,861,7,,4
26/12/2020,11:00,廣西壯族自治區,264,2,,0
26/12/2020,11:00,雲南省,228,2,,6
26/12/2020,11:00,內蒙古自治區,352,1,,15
26/12/2020,11:00,浙江省,1300,1,,4
26/12/2020,11:00,河南省,1298,22,,3
26/12/2020,11:00,河北省,373,6,,0
26/12/2020,11:00,海南省,171,6,,0
26/12/2020,11:00,吉林省,157,2,,0
26/12/2020,11:00,山西省,224,0,,2
26/12/2020,11:00,寧夏回族自治區,75,0,,0
26/12/2020,11:00,江蘇省,684,0,,1
26/12/2020,11:00,新疆自治區,971,3,,0
26/12/2020,11:00,青海省,18,0,,0
26/12/2020,11:00,西藏自治區,9,0,,0
26/12/2020,11:00,新疆生產建設兵團,1,0,,1
27/12/2020,11:00,湖北省,68149,4512,,0
27/12/2020,11:00,北京巿,971,9,,17
27/12/2020,11:00,遼寧省,323,2,,34
27/12/2020,11:00,安徽省,993,6,,1
27/12/2020,11:00,重慶巿,590,6,,0
27/12/2020,11:00,陝西省,505,3,,3
27/12/2020,11:00,天津巿,304,3,,2
27/12/2020,11:00,福建省,508,1,,6
27/12/2020,11:00,湖南省,1022,4,,1
27/12/2020,11:00,四川省,847,3,,18
27/12/2020,11:00,甘肅省,182,2,,0
27/12/2020,11:00,黑龍江省,961,13,,5
27/12/2020,11:00,江西省,935,1,,0
27/12/2020,11:00,廣東省,2038,8,,22
27/12/2020,11:00,貴州省,147,2,,0
27/12/2020,11:00,上海巿,1492,7,,87
27/12/2020,11:00,山東省,861,7,,3
27/12/2020,11:00,廣西壯族自治區,264,2,,0
27/12/2020,11:00,雲南省,228,2,,5
27/12/2020,11:00,內蒙古自治區,352,1,,15
27/12/2020,11:00,浙江省,1302,1,,6
27/12/2020,11:00,河南省,1298,22,,3
27/12/2020,11:00,河北省,373,6,,0
27/12/2020,11:00,海南省,171,6,,0
27/12/2020,11:00,吉林省,157,2,,0
27/12/2020,11:00,山西省,224,0,,2
27/12/2020,11:00,寧夏回族自治區,75,0,,0
27/12/2020,11:00,江蘇省,684,0,,0
27/12/2020,11:00,新疆自治區,971,3,,0
27/12/2020,11:00,青海省,18,0,,0
27/12/2020,11:00,西藏自治區,9,0,,0
27/12/2020,11:00,新疆生產建設兵團,1,0,,1
28/12/2020,11:00,湖北省,68149,4512,,0
28/12/2020,11:00,北京巿,972,9,,17
28/12/2020,11:00,遼寧省,329,2,,40
28/12/2020,11:00,安徽省,993,6,,1
28/12/2020,11:00,重慶巿,590,6,,0
28/12/2020,11:00,陝西省,505,3,,3
28/12/2020,11:00,天津巿,305,3,,3
28/12/2020,11:00,福建省,508,1,,6
28/12/2020,11:00,湖南省,1022,4,,1
28/12/2020,11:00,四川省,848,3,,16
28/12/2020,11:00,甘肅省,182,2,,0
28/12/2020,11:00,黑龍江省,961,13,,3
28/12/2020,11:00,江西省,935,1,,0
28/12/2020,11:00,廣東省,2039,8,,22
28/12/2020,11:00,貴州省,147,2,,0
28/12/2020,11:00,上海巿,1494,7,,82
28/12/2020,11:00,山東省,861,7,,3
28/12/2020,11:00,廣西壯族自治區,264,2,,0
28/12/2020,11:00,雲南省,228,2,,5
28/12/2020,11:00,內蒙古自治區,358,1,,20
28/12/2020,11:00,浙江省,1305,1,,8
28/12/2020,11:00,河南省,1298,22,,3
28/12/2020,11:00,河北省,373,6,,0
28/12/2020,11:00,海南省,171,6,,0
28/12/2020,11:00,吉林省,157,2,,0
28/12/2020,11:00,山西省,224,0,,2
28/12/2020,11:00,寧夏回族自治區,75,0,,0
28/12/2020,11:00,江蘇省,684,0,,0
28/12/2020,11:00,新疆自治區,971,3,,0
28/12/2020,11:00,青海省,18,0,,0
28/12/2020,11:00,西藏自治區,9,0,,0
28/12/2020,11:00,新疆生產建設兵團,1,0,,1
29/12/2020,11:00,湖北省,68149,4512,,0
29/12/2020,11:00,北京巿,979,9,,23
29/12/2020,11:00,遼寧省,337,2,,48
29/12/2020,11:00,安徽省,993,6,,1
29/12/2020,11:00,重慶巿,590,6,,0
29/12/2020,11:00,陝西省,505,3,,3
29/12/2020,11:00,天津巿,306,3,,4
29/12/2020,11:00,福建省,509,1,,7
29/12/2020,11:00,湖南省,1022,4,,1
29/12/2020,11:00,四川省,851,3,,13
29/12/2020,11:00,甘肅省,182,2,,0
29/12/2020,11:00,黑龍江省,961,13,,1
29/12/2020,11:00,江西省,935,1,,0
29/12/2020,11:00,廣東省,2040,8,,22
29/12/2020,11:00,貴州省,147,2,,0
29/12/2020,11:00,上海巿,1498,7,,83
29/12/2020,11:00,山東省,861,7,,3
29/12/2020,11:00,廣西壯族自治區,264,2,,0
29/12/2020,11:00,雲南省,228,2,,5
29/12/2020,11:00,內蒙古自治區,359,1,,17
29/12/2020,11:00,浙江省,1305,1,,8
29/12/2020,11:00,河南省,1298,22,,3
29/12/2020,11:00,河北省,373,6,,0
29/12/2020,11:00,海南省,172,6,,1
29/12/2020,11:00,吉林省,157,2,,0
29/12/2020,11:00,山西省,224,0,,2
29/12/2020,11:00,寧夏回族自治區,75,0,,0
29/12/2020,11:00,江蘇省,684,0,,0
29/12/2020,11:00,新疆自治區,971,3,,0
29/12/2020,11:00,青海省,18,0,,0
29/12/2020,11:00,西藏自治區,9,0,,0
29/12/2020,11:00,新疆生產建設兵團,1,0,,1
30/12/2020,11:00,湖北省,68149,4512,,0
30/12/2020,11:00,北京巿,980,9,,23
30/12/2020,11:00,遼寧省,342,2,,53
30/12/2020,11:00,安徽省,993,6,,1
30/12/2020,11:00,重慶巿,590,6,,0
30/12/2020,11:00,陝西省,505,3,,3
30/12/2020,11:00,天津巿,309,3,,6
30/12/2020,11:00,福建省,511,1,,8
30/12/2020,11:00,湖南省,1022,4,,1
30/12/2020,11:00,四川省,851,3,,13
30/12/2020,11:00,甘肅省,182,2,,0
30/12/2020,11:00,黑龍江省,962,13,,2
30/12/2020,11:00,江西省,935,1,,0
30/12/2020,11:00,廣東省,2041,8,,20
30/12/2020,11:00,貴州省,147,2,,0
30/12/2020,11:00,上海巿,1505,7,,87
30/12/2020,11:00,山東省,862,7,,3
30/12/2020,11:00,廣西壯族自治區,264,2,,0
30/12/2020,11:00,雲南省,228,2,,3
30/12/2020,11:00,內蒙古自治區,361,1,,19
30/12/2020,11:00,浙江省,1306,1,,9
30/12/2020,11:00,河南省,1298,22,,3
30/12/2020,11:00,河北省,373,6,,0
30/12/2020,11:00,海南省,172,6,,1
30/12/2020,11:00,吉林省,157,2,,0
30/12/2020,11:00,山西省,224,0,,2
30/12/2020,11:00,寧夏回族自治區,75,0,,0
30/12/2020,11:00,江蘇省,684,0,,0
30/12/2020,11:00,新疆自治區,971,3,,0
30/12/2020,11:00,青海省,18,0,,0
30/12/2020,11:00,西藏自治區,9,0,,0
30/12/2020,11:00,新疆生產建設兵團,1,0,,1
31/12/2020,11:00,湖北省,68149,4512,,0
31/12/2020,11:00,北京巿,982,9,,25
31/12/2020,11:00,遼寧省,347,2,,58
31/12/2020,11:00,安徽省,993,6,,1
31/12/2020,11:00,重慶巿,590,6,,0
31/12/2020,11:00,陝西省,506,3,,4
31/12/2020,11:00,天津巿,309,3,,6
31/12/2020,11:00,福建省,512,1,,9
31/12/2020,11:00,湖南省,1022,4,,1
31/12/2020,11:00,四川省,853,3,,15
31/12/2020,11:00,甘肅省,182,2,,0
31/12/2020,11:00,黑龍江省,964,13,,4
31/12/2020,11:00,江西省,935,1,,0
31/12/2020,11:00,廣東省,2044,8,,22
31/12/2020,11:00,貴州省,147,2,,0
31/12/2020,11:00,上海巿,1511,7,,87
31/12/2020,11:00,山東省,862,7,,3
31/12/2020,11:00,廣西壯族自治區,264,2,,0
31/12/2020,11:00,雲南省,228,2,,3
31/12/2020,11:00,內蒙古自治區,364,1,,22
31/12/2020,11:00,浙江省,1306,1,,9
